"Partei: Nr.","Partei: Kurzbezeichnung","Partei: Name","These: Nr.","These: Titel","These: These","Position: Position","Position: Begründung"
25,"SGP","Sozialistische Gleichheitspartei, Vierte Internationale",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme nicht zu","Die SGP ist die einzige Partei, die dem deutschen Militarismus entgegentritt. Der deutsche Imperialismus reagiert auf die globale Krise des Kapitalismus, indem er sich zum Hegemon Europas aufschwingt und - sieben Jahrzehnte nach der Niederlage des Nazi-Regimes - wieder dazu übergeht, seine geostrategischen und wirtschaftlichen Interessen weltweit militärisch durchzusetzen. Die einzige Möglichkeit, Krieg zu verhindern, ist eine internationale Bewegung der Arbeiterklasse gegen den Kapitalismus."
26,"dieBasis","Basisdemokratische Partei Deutschland",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme nicht zu","Deutschland muss aktiv für eine echte Friedenspolitik auf dem europäischem Kontinent und weltweit eintreten, alte Denkmuster aus dem Zeitalter des Kalten Krieges sind zu überwinden. Wir fordern den sofortigen Beginn einer neuen internationalen Entspannungspolitik nach allen Seiten, auch gegenüber Russland. Wir wenden uns gegen pauschale Militärhaushalts-/Aufrüstungszwänge durch NATO-Vorgaben. [Mitgliederbefragung: Ja 89 %, Nein 4 %, Neutral 7 %]"
27,"Bündnis C","Bündnis C - Christen für Deutschland",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme zu","Deutschland soll seine Verpflichtungen im Verteidigungsbündnis der NATO erfüllen. "
28,"BÜRGERBEWEGUNG","Bürgerbewegung für Fortschritt und Wandel",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","neutral","Dazu gibt es noch keine einheitliche Meinung bei uns."
29,"III. Weg","DER DRITTE WEG",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme zu","Verteidigung ist essenziell für das Wesen eines souveränen Nationalstaates und unterliegt somit einer entsprechenden staatlichen Förderung. Eine gemeinsame europäische Außen-, Verteidigungs- und Geopolitik ist Garant für eine friedliche und antiimperialistische Ordnung auf unserem Kontinent. Im Mittelpunkt dieser Politik muss der Fortbestand des Lebensraums unserer Völker stehen. Expansionistische Ziele haben keinen Geltungsdrang."
30,"BÜNDNIS21","diePinken/BÜNDNIS21",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme nicht zu","Anrechnung der Stationierungskosten auf die vertraglich vereinbarten 2% des Bundeshaushalts zur Erfüllung der NATO-Verpflichtungen ist für uns eine Voraussetzung einer Erhöhung der Verteidigungsausgaben."
31,"LIEBE","Europäische Partei LIEBE",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme zu",
32,"LKR","Liberal-Konservative Reformer",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme zu","Im Rahmen des NATO-Bündnisses hat sich Deutschland verpflichtet, 2 % des Bruttoinlandproduktes für Verteidigungsausgaben bereitzustellen. Diese Zusage wird permanent gebrochen. Dabei ist ein funktionierendes Bündnis von elementarer Bedeutung für unsere Sicherheit. Die Bundeswehr wurde von den CDU-Verteidigungsministern  herabgewirtschaftet und ist in großen Teilen marode. Es geht nicht um Aufrüstung, sondern um Wiederherstellung der Einsatzfähigkeit sowie maximalen Schutz unserer Soldaten. "
33,"PdF","Partei des Fortschritts",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme zu","Die Bundeswehr hat zwei Aufgaben: Die Landesverteidigung und Friedensmissionen der Vereinten Nationen. Schon allein das Zweite können unsere Streitkräfte momentan aufgrund der (in den letzten Jahren offensichtlich zu Tage getretenen) Ausrüstungsmängel nicht leisten. "
34,"LfK",">> Partei für Kinder, Jugendliche und Familien ",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme nicht zu","Die Erhöhung von Verteidigungsausgaben beinhaltet die Anschaffung von Waffen. Waffen dienen letztendlich dem Töten von Menschen. Das Töten von Menschen kann nicht im Interesse unserer Kinder stehen."
35,"SSW","Südschleswigscher Wählerverband",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","neutral","Der SSW will, dass der Bundeswehr die notwendigen Mittel zur Verfügung gestellt werden, die sie für die Bewältigung friedenssichernder Aufgaben benötigt. Die Bundeswehr ist eine Parlamentsarmee. Wir nehmen die demokratische Kontrolle der Bundeswehr als parlamentarische Aufgabe sehr ernst. Einsätze der Bundeswehr müssen im Einklang mit dem Selbstverständnis geschehen, dass die Bundesrepublik eine positive und friedliche Rolle in der EU und internationalen Politik spielt."
36,"Team Todenhöfer","Team Todenhöfer – Die Gerechtigkeitspartei",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme nicht zu","Wir fordern: ""Renten statt Raketen!"" Raus aus dem militärischen Engagement und das Geld in Rentenfonds investieren. Mehr Geld für das Leben in Deutschland statt für den Tod im Ausland. "
37,"UNABHÄNGIGE","UNABHÄNGIGE für bürgernahe Demokratie",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","neutral","Da lässt sich sicher intern so manches einsparen und effektiver organisieren - das hat für uns Priorität. "
38,"Volt","Volt Deutschland",2,"Erhöhung der Verteidigungsausgaben","Deutschland soll seine Verteidigungsausgaben erhöhen.","stimme nicht zu","Volt setzt sich für die Bündelung der finanziellen, personellen, logistischen und nachrichtendienstlichen Ressourcen innerhalb der EU ein. Dadurch soll die Verteidigung der EU deutlich effizienter und qualitativ hochwertiger werden. Die Bundeswehr und andere nationale Armeen sollen in einer europäischen Armee aufgehen."
1,"CDU / CSU","Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu","Dass sich junge Leute politisch schon früh engagieren, sich für konkrete politische Ziele einsetzen, ist im Sinne unserer Demokratie eine sehr guteEntwicklung. Es hat sich aus unserer Sicht bewährt, dass Wahlrecht und Volljährigkeit miteinander verknüpft sind. Mit 18 Jahren wird jungen Menschen vom Gesetz unterstellt, dass sie in der Lage sind, die volle Verantwortung für ihr Leben zu übernehmen."
2,"SPD","Sozialdemokratische Partei Deutschlands",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Junge Menschen sind Profis in Fragen ihrer Zukunft! Unser Anspruch ist daher eine Politik, die nicht über ihre Köpfe hinweg diskutiert und entscheidet. Wir wollen echte Beteiligung ermöglichen. Jugendliche zeigen an vielen Stellen, dass sie politisch denken und für ihre Interessen zu handeln bereit sind. Daher ist es richtig, auch das Wahlalter auf 16 Jahre abzusenken."
3,"AfD","Alternative für Deutschland",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu","Eine Herabsetzung des Wahlalters auf 16 lehnt die AfD ab. Aus gutem Grund sind junge Menschen vor dem 18. Lebensjahr von den meisten bürgerlichen Pflichten befreit. Zudem sind sie beschränkt geschäftsfähig. Dementsprechend sollten sie auch das vornehmste Recht eines Bürgers, das Wahlrecht, erst dann erhalten, wenn sie diese Pflichten gegenüber der Gemeinschaft erfüllen müssen. Es darf keine Rechte ohne Pflichten geben."
4,"FDP","Freie Demokratische Partei",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Wir Freie Demokraten fordern eine Absenkung des Wahlalters auf 16 Jahre für die Wahlen zum Deutschen Bundestag. Als Voraussetzung dafür ist die politische Bildung an allen Schulformen zu verstärken. Junge Menschen nehmen bereits in vielen Lebensbereichen Verantwortung wahr, werden aber von der politischen Teilhabe ausgeschlossen. Dabei sind sie diejenigen, die am längsten von politischen Entscheidungen beeinflusst werden. Das Wahlrecht ab 16 ist gelebte Generationengerechtigkeit."
5,"DIE LINKE","DIE LINKE",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Junge Menschen müssen über ihre Zukunft mitentscheiden können. "
6,"GRÜNE","BÜNDNIS 90/DIE GRÜNEN",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Wir setzen uns seit Jahren im Bundestag für ein aktives Wahlrecht ab 16 ein. Junge Menschen sollen ihre Zukunft mitgestalten, denn auch sie haben ein Recht darauf, dass Ihre Meinungen, Wünsche und Vorstellungen bei politischen Entscheidungen berücksichtigt werden."
7,"FREIE WÄHLER","FREIE WÄHLER",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu","Wir setzen uns dafür ein, dass das aktive Wahlrecht bei der Kommunalwahl in allen Bundesländern auf 16 Jahre gesenkt wird. Für uns besteht zwischen dem Wahlalter und der Volljährigkeit ein innerer Zusammenhang. Wahlrecht und Bürgerpflichten müssen auch weiterhin Hand in Hand gehen."
8,"Die PARTEI","Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Wir plädieren seit Jahren dafür, das Wahlrecht zu ändern: In den ersten & letzten 16 Lebensjahren darf nicht gewählt werden. Nur so kann die Welt gerettet werden & die PARTEI zur Volkspartei aufsteigen."
9,"Tierschutzpartei","PARTEI MENSCH UMWELT TIERSCHUTZ",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Junge Menschen engagieren sich zunehmend politisch für ihre Ziele (z. B. Klimastreik). Bei den Bundestagswahlen geht es auch um ihre Zukunft. Daher möchten wir das generelle Wahlrecht ab 16 Jahren einführen."
10,"NPD","Nationaldemokratische Partei Deutschlands",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu","Es gibt viele Reformen, die notwendig sind, um unser Land demokratischer zu machen. Mehr direkte Demokratie, weniger Lobbyismus, mehr klare Verantwortlichkeiten! Die Herabsetzung des Wahlalters ist eine beliebte Forderung, würde aber keines der bestehenden Demokratiedefizite beheben. Leicht manipulierbare Schüler könnten von ihren Lehrern in ihrer Wahlentscheidung beeinflusst werden, was neue Probleme mit sich bringen würde."
11,"PIRATEN","Piratenpartei Deutschland",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","16 ist das Minimum, wir fordern 14 Jahre. Viele Jugendliche sind hinsichtlich der Auswirkungen aktueller Politik auf ihre Zukunft wesentlich reflektierter, als die aktuell politisch Handelnden."
12,"ÖDP","Ökologisch-Demokratische Partei",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Die ÖDP fordert grundsätzlich, dass Minderjährige im Alter von 14 bis 18 Jahren sich auf Antrag bis sechs Wochen vor der Wahl in die Wählerlisten eintragen lassen können und sind dann wahlberechtigt. Die Zustimmung der Sorgeberechtigten ist dazu nicht erforderlich. Als ersten Schritt unterstützt die ÖDP daher Wahlen ab 16 Jahren auch bei der Bundestagswahl."
13,"V-Partei³","V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Das Wahlalter für alle Wahlen soll auf 15 Jahre gesenkt werden. Die rege Beteiligung an den Jugendwahlen zeigt das starke Interesse der Jugendlichen an Politik. Durch die voranschreitende Globalisierung und bessere Vernetzung sind Jugendliche politisch zumeist gut aufgeklärt, weshalb die Herabsenkung des Wahlalters ein Mittel zur Bekämpfung der Politikverdrossenheit sein kann. Es ist nicht mehr gerechtfertigt, diese Jugendlichen von den Wahlen auszuschließen, wo es doch um ihre Zukunft geht."
14,"DiB","DEMOKRATIE IN BEWEGUNG",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Junge Menschen unter 18 Jahren haben jetzt schon in vielen Bereichen Rechte und Pflichten. Die Erfahrungen auf kommunaler Ebene und aus anderen Bundesländern zeigt ein gestiegenes Interesse an Politik, sobald diese wählen dürfen. Die Fridays-for-Future-Bewegung zeigt auf, dass junge Menschen sich nicht ausreichend repräsentiert sehen und diese ihre Zukunft mitgestalten möchten."
15,"BP","Bayernpartei",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu","Dann müsste man z. B. auch das Strafrecht ändern."
16,"Tierschutzallianz","Allianz für Menschenrechte, Tier- und Naturschutz",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu",
17,"MLPD","Marxistisch-Leninistische Partei Deutschlands",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Die Internationalistische Liste/MLPD fordert die Herabsetzung der Volljährigkeit und des aktiven und passiven Wahlrechts auf 16 Jahre.  "
18,"Gesundheitsforschung","Partei für Gesundheitsforschung",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","neutral","Die Partei für Gesundheitsforschung ist eine Ein-Themen-Partei, die als einziges Ziel hat, die Entwicklung wirksamer Medizin gegen Alterskrankheiten wie Krebs und Alzheimer zu beschleunigen. Sie setzt sich dafür ein, dass mehr staatliche Forschungsinstitute gebaut und betrieben werden und die entsprechenden Fachbereiche an den Universitäten ausgebaut werden. Ihr Ziel will sie in Zusammenarbeit mit anderen Parteien erreichen. In alle anderen politischen Themen will sie sich nicht einmischen."
19,"MENSCHLICHE WELT","Menschliche Welt - für das Wohl und Glücklichsein aller",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","neutral","MENSCHLICHE WELT setzt sich dafür ein, dass Jugendliche eine umfangreiche ethische und politische Bildung in der Schule erhalten.Dementsprechende Lehrpläne sollten von parteipolitisch unabhängigen Lehrern, Professoren, Erziehungswissenschaftlern und Pädagogen in Zusammenarbeit mit Eltern und Schülern entwickelt werden. Dass Jugendliche mit 16 Jahren wählen dürfen, sollte mit einer entsprechenden politischen Bildung einher gehen."
20,"DKP","Deutsche Kommunistische Partei",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Die unsoziale Politik der Bundesregierung trifft Jugendliche besonders hart. Stichworte sind prekäre Arbeitsverhältnisse und Bildungspolitik, die nach sozialen Kriterien selektiert. Dagegen wehren sich Jugendliche in Bewegungen, Jugendorganisationen und zum Beispiel mit Schulstreiks. Es gibt keinen Grund, warum sie nicht auch wählen sollten."
21,"Die Grauen","Die Grauen – Für alle Generationen",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu",
22,"BüSo","Bürgerrechtsbewegung Solidarität",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme nicht zu","Wenn die Menschen über 18 Jahre Politiker wählen, die wirklich für das Gemeinwohl eintreten und sich selbst als Staatsbürger engagieren, hat auch die Jugend eine Zukunft. "
23,"Die Humanisten","Partei der Humanisten",3,"Wählen ab 16","Bei Bundestagswahlen sollen auch Jugendliche ab 16 Jahren wählen dürfen.","stimme zu","Jede Einschränkung des Wahlrechts muss gut begründet sein. Jugendliche können bereits verantwortungsbewusste Entscheidungen treffen. Genau wie Erwachsene bilden sie sich auf Basis von Fakten eine politische Meinung. Durch die politische Bildung in der Schule sind sie sogar besonders gut darauf vorbereitet. Das Wahlrecht ab 16 kann dazu beitragen, das Politikinteresse weiter zu stärken. Deshalb: #WahlalterSenken"
