awardYear,category,categoryFullName,sortOrder,portion,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1982,Peace,The Nobel Peace Prize,1,1/2,1150000,3102518,1982-10-13,received,for their work for disarmament and nuclear and weapon-free zones,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1982,543,Alva Myrdal,Alva Myrdal,Alva,Myrdal,Alva Myrdal,,female,http://masterdataapi.nobelprize.org/2/laureate/543,1902-01-31,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",1986-02-01,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1/2,8000000,8361204,2012-10-15,received,for the theory of stable allocations and the practice of market design,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,882,Alvin E. Roth,Alvin E. Roth,Alvin E.,Roth,Alvin E. Roth,,male,http://masterdataapi.nobelprize.org/2/laureate/882,1951-12-18,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA","Harvard Business School, Boston, MA, USA",,
1998,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1,7600000,9713701,1998-10-14,received,for his contributions to welfare economics,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1998,719,Amartya Sen,Amartya Sen,Amartya,Sen,Amartya Sen,,male,http://masterdataapi.nobelprize.org/2/laureate/719,1933-11-03,Santiniketan,Santiniketan,Asia,India,India,"Santiniketan, India",,,,,,,,,,,,,,,,,,Individual,,,"Trinity College, Cambridge, United Kingdom",,,
1947,Peace,The Nobel Peace Prize,2,1/2,146115,2914528,1947-10-30,received,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1947,509,American Friends Service Committee,,,,,,,http://masterdataapi.nobelprize.org/2/laureate/509,,,,,,,,,,,,,,,American Friends Service Committee,American Friends Service Committee (The Quakers),AFSC,1917-00-00,"Washington, DC","Washington, DC",North America,USA,USA,"Washington, DC, USA",Organization,,,,,,
1977,Peace,The Nobel Peace Prize,1,1,700000,3080986,1977-10-10,received,for worldwide respect for human rights,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1977,537,Amnesty International,,,,,,,http://masterdataapi.nobelprize.org/2/laureate/537,,,,,,,,,,,,,,,Amnesty International,Amnesty International,,1961-00-00,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",Organization,,,,,,
1921,Literature,The Nobel Prize in  Literature,1,1,121573,2532771,,received,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1921,590,Anatole France,Anatole France,Anatole,France,Anatole France,(pen-name of Jacques Anatole Thibault),male,http://masterdataapi.nobelprize.org/2/laureate/590,1844-04-16,Paris,Paris,Europe,France,France,"Paris, France",1924-10-12,Saint-Cyr-sur-Loire,Saint-Cyr-sur-Loire,Europe,France,France,"Saint-Cyr-sur-Loire, France",,,,,,,,,,,Individual,France,,,,,
1956,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,200123,2699501,,received,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1956,360,André F. Cournand,André F. Cournand,André F.,Cournand,André Frédéric Cournand,,male,http://masterdataapi.nobelprize.org/2/laureate/360,1895-09-24,Paris,Paris,Europe,France,France,"Paris, France",1988-02-19,"Great Barrington, MA","Great Barrington, MA",North America,USA,USA,"Great Barrington, MA, USA",,,,,,,,,,,Individual,,,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital, New York, NY, USA",,,
2010,Physics,The Nobel Prize in Physics,1,1/2,10000000,10819388,2010-10-05,received,for groundbreaking experiments regarding the two-dimensional material graphene,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2010,849,Andre Geim,Andre Geim,Andre,Geim,Andre Geim,,male,http://masterdataapi.nobelprize.org/2/laureate/849,1958-10-21,Sochi,Sochi,Europe,Russia,Russia,"Sochi, Russia",,,,,,,,,,,,,,,,,,Individual,,,"University of Manchester, Manchester, United Kingdom",,,
1947,Literature,The Nobel Prize in  Literature,1,1,146115,2914528,,received,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1947,618,André Gide,André Gide,André,Gide,André Paul Guillaume Gide,,male,http://masterdataapi.nobelprize.org/2/laureate/618,1869-11-22,Paris,Paris,Europe,France,France,"Paris, France",1951-02-19,Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,France,,,,,
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,282000,2782895,,received,for their discoveries concerning genetic control of enzyme and virus synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1965,381,André Lwoff,André Lwoff,André,Lwoff,André Lwoff,,male,http://masterdataapi.nobelprize.org/2/laureate/381,1902-05-08,Ainay-le-Château,Ainay-le-Château,Europe,France,France,"Ainay-le-Château, France",1994-09-30,Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,,,"Institut Pasteur, Paris, France",,,
1975,Peace,The Nobel Peace Prize,1,1,630000,3404179,1975-10-09,received,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1975,534,Andrei Sakharov,Andrei Sakharov,Andrei,Sakharov,Andrei Dmitrievich Sakharov,,male,http://masterdataapi.nobelprize.org/2/laureate/534,1921-05-21,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",1989-12-14,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,,,,,,,,,,Individual,USSR (now Russia),,,,,
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,265000,2839286,,received,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1963,377,Andrew Huxley,Andrew Huxley,Andrew,Huxley,Andrew Fielding Huxley,,male,http://masterdataapi.nobelprize.org/2/laureate/377,1917-11-22,Hampstead,Hampstead,Europe,United Kingdom,United Kingdom,"Hampstead, United Kingdom",2012-05-30,Grantchester,Grantchester,Europe,United Kingdom,United Kingdom,"Grantchester, United Kingdom",,,,,,,,,,,Individual,,,"University College, London, United Kingdom",,,
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/4,700000,3080986,,received,for their discoveries concerning the peptide hormone production of the brain,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1977,412,Andrew V. Schally,Andrew V. Schally,Andrew V.,Schally,Andrew V. Schally,,male,http://masterdataapi.nobelprize.org/2/laureate/412,1926-11-30,Wilno,Vilnius,Europe,Poland,Lithuania,"Wilno, Poland (now Vilnius, Lithuania)",,,,,,,,,,,,,,,,,,Individual,,,"Veterans Administration Hospital, New Orleans, LA, USA",,,
2006,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,10000000,11552680,2006-10-02,received,for their discovery of RNA interference - gene silencing by double-stranded RNA,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2006,802,Andrew Z. Fire,Andrew Z. Fire,Andrew Z.,Fire,Andrew Z. Fire,,male,http://masterdataapi.nobelprize.org/2/laureate/802,1959-04-27,"Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Stanford University School of Medicine, Stanford, CA, USA",,,
2015,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1,8000000,8384572,2015-10-12,received,"for his analysis of consumption, poverty, and welfare",,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2015,926,Angus Deaton,Angus Deaton,Angus,Deaton,Angus Deaton,,male,http://masterdataapi.nobelprize.org/2/laureate/926,1945-10-19,Edinburgh,Edinburgh,Europe,Scotland,Scotland,"Edinburgh, Scotland",,,,,,,,,,,,,,,,,,Individual,,,"Princeton University, Princeton, NJ, USA",,,
2003,Physics,The Nobel Prize in Physics,3,1/3,10000000,11807305,2003-10-07,received,for pioneering contributions to the theory of superconductors and superfluids,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2003,768,Anthony J. Leggett,Anthony J. Leggett,Anthony J.,Leggett,Anthony J. Leggett,,male,http://masterdataapi.nobelprize.org/2/laureate/768,1938-03-26,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"University of Illinois, Urbana, IL, USA",,,
1974,Physics,The Nobel Prize in Physics,2,1/2,550000,3263449,1974-10-15,received,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1974,101,Antony Hewish,Antony Hewish,Antony,Hewish,Antony Hewish,,male,http://masterdataapi.nobelprize.org/2/laureate/101,1924-05-11,Fowey,Fowey,Europe,United Kingdom,United Kingdom,"Fowey, United Kingdom",,,,,,,,,,,,,,,,,,Individual,,,"University of Cambridge, Cambridge, United Kingdom",,,
1978,Peace,The Nobel Peace Prize,1,1/2,725000,2898454,1978-10-27,received,for jointly having negotiated peace between Egypt and Israel in 1978,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1978,538,Anwar al-Sadat,Anwar al-Sadat,Anwar,al-Sadat,Mohamed Anwar al-Sadat,,male,http://masterdataapi.nobelprize.org/2/laureate/538,1918-12-25,Mit Abu al-Kawm,Mit Abu al-Kawm,Africa,Egypt,Egypt,"Mit Abu al-Kawm, Egypt",1981-10-06,Cairo,Cairo,Africa,Egypt,Egypt,"Cairo, Egypt",,,,,,,,,,,Individual,Egypt,,,,,
1952,Chemistry,The Nobel Prize in Chemistry,1,1/2,171135,2546652,,received,for their invention of partition chromatography,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1952,214,Archer J.P. Martin,Archer J.P. Martin,Archer J.P.,Martin,Archer John Porter Martin,,male,http://masterdataapi.nobelprize.org/2/laureate/214,1910-03-01,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",2002-07-28,Llangarron,Llangarron,Europe,United Kingdom,United Kingdom,"Llangarron, United Kingdom",,,,,,,,,,,Individual,,,"National Institute for Medical Research, London, United Kingdom",,,
1922,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,122483,3145967,,received,for his discovery relating to the production of heat in the muscle,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1922,311,Archibald V. Hill,Archibald V. Hill,Archibald V.,Hill,Archibald Vivian Hill,,male,http://masterdataapi.nobelprize.org/2/laureate/311,1886-09-26,Bristol,Bristol,Europe,United Kingdom,United Kingdom,"Bristol, United Kingdom",1977-06-03,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"London University, London, United Kingdom",,,
2013,Chemistry,The Nobel Prize in Chemistry,3,1/3,8000000,8365867,2013-10-09,received,for the development of multiscale models for complex chemical systems,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,891,Arieh Warshel,Arieh Warshel,Arieh,Warshel,Arieh Warshel,,male,http://masterdataapi.nobelprize.org/2/laureate/891,1940-11-20,Kibbutz Sde-Nahum,Kibbutz Sde-Nahum,Asia,British Mandate of Palestine,Israel,"Kibbutz Sde-Nahum, British Mandate of Palestine (now Israel)",,,,,,,,,,,,,,,,,,Individual,,,"University of Southern California, Los Angeles, CA, USA",,,
1926,Peace,The Nobel Peace Prize,1,1/2,116960,3273134,1926-12-10,received,for their crucial role in bringing about the Locarno Treaty,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1926,490,Aristide Briand,Aristide Briand,Aristide,Briand,Aristide Briand,,male,http://masterdataapi.nobelprize.org/2/laureate/490,1862-03-28,Nantes,Nantes,Europe,France,France,"Nantes, France",1932-03-07,Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,France,,,,,
1948,Chemistry,The Nobel Prize in Chemistry,1,1,159773,3056881,,received,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1948,208,Arne Tiselius,Arne Tiselius,Arne,Tiselius,Arne Wilhelm Kaurin Tiselius,,male,http://masterdataapi.nobelprize.org/2/laureate/208,1902-08-10,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",1971-10-29,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",,,,,,,,,,,Individual,,,"Uppsala University, Uppsala, Sweden",,,
1978,Physics,The Nobel Prize in Physics,2,1/4,725000,2898454,1978-10-17,received,for their discovery of cosmic microwave background radiation,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1978,111,Arno Penzias,Arno Penzias,Arno,Penzias,Arno Allan Penzias,,male,http://masterdataapi.nobelprize.org/2/laureate/111,1933-04-26,Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,,,,,,,,,,,,,,,,,Individual,,,"Bell Laboratories, Holmdel, NJ, USA",,,
2018,Physics,The Nobel Prize in Physics,1,1/2,9000000,9000000,2018-10-02,received,for the optical tweezers and their application to biological systems,for groundbreaking inventions in the field of laser physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2018,960,Arthur Ashkin,Arthur Ashkin,Arthur,Ashkin,Arthur Ashkin,,male,http://masterdataapi.nobelprize.org/2/laureate/960,1922-09-02,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Bell Laboratories, Holmdel, NJ, USA",,,
2015,Physics,The Nobel Prize in Physics,2,1/2,8000000,8384572,2015-10-06,received,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2015,920,Arthur B. McDonald,Arthur B. McDonald,Arthur B.,McDonald,Arthur B. McDonald,,male,http://masterdataapi.nobelprize.org/2/laureate/920,1943-08-29,Sydney,Sydney,North America,Canada,Canada,"Sydney, Canada",,,,,,,,,,,,,,,,,,Individual,,,"Queen's University, Kingston, Canada",,,
1927,Physics,The Nobel Prize in Physics,1,1/2,126501,3593778,,received,for his discovery of the effect named after him,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1927,33,Arthur H. Compton,Arthur H. Compton,Arthur H.,Compton,Arthur Holly Compton,,male,http://masterdataapi.nobelprize.org/2/laureate/33,1892-09-10,"Wooster, OH","Wooster, OH",North America,USA,USA,"Wooster, OH, USA",1962-03-15,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
1929,Chemistry,The Nobel Prize in Chemistry,1,1/2,172760,4907955,,received,for their investigations on the fermentation of sugar and fermentative enzymes,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1929,186,Arthur Harden,Arthur Harden,Arthur,Harden,Arthur Harden,,male,http://masterdataapi.nobelprize.org/2/laureate/186,1865-10-12,Manchester,Manchester,Europe,United Kingdom,United Kingdom,"Manchester, United Kingdom",1940-06-17,Bourne,Bourne,Europe,United Kingdom,United Kingdom,"Bourne, United Kingdom",,,,,,,,,,,Individual,,,"London University, London, United Kingdom",,,
1934,Peace,The Nobel Peace Prize,1,1,162608,5167627,1934-12-10,received,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1934,499,Arthur Henderson,Arthur Henderson,Arthur,Henderson,Arthur Henderson,,male,http://masterdataapi.nobelprize.org/2/laureate/499,1863-09-13,Glasgow,Glasgow,Europe,Scotland,Scotland,"Glasgow, Scotland",1935-10-20,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,220678,2704387,,received,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1959,368,Arthur Kornberg,Arthur Kornberg,Arthur,Kornberg,Arthur Kornberg,,male,http://masterdataapi.nobelprize.org/2/laureate/368,1918-03-03,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",2007-10-26,"Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
1981,Physics,The Nobel Prize in Physics,2,1/4,1000000,2929688,1981-10-19,received,for their contribution to the development of laser spectroscopy,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1981,119,Arthur L. Schawlow,Arthur L. Schawlow,Arthur L.,Schawlow,Arthur Leonard Schawlow,,male,http://masterdataapi.nobelprize.org/2/laureate/119,1921-05-05,"Mount Verno, NY","Mount Verno, NY",North America,USA,USA,"Mount Verno, NY, USA",1999-04-28,"Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
1945,Chemistry,The Nobel Prize in Chemistry,1,1,121333,2499993,,received,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1945,203,Artturi Virtanen,Artturi Virtanen,Artturi,Virtanen,Artturi Ilmari Virtanen,,male,http://masterdataapi.nobelprize.org/2/laureate/203,1895-01-15,Helsinki,Helsinki,Europe,Russian Empire,Finland,"Helsinki, Russian Empire (now Finland)",1973-11-11,Helsinki,Helsinki,Europe,Finland,Finland,"Helsinki, Finland",,,,,,,,,,,Individual,,,"University of Helsinki, Helsinki, Finland",,,
2000,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,9000000,11333109,2000-10-09,received,for their discoveries concerning signal transduction in the nervous system,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2000,722,Arvid Carlsson,Arvid Carlsson,Arvid,Carlsson,Arvid Carlsson,,male,http://masterdataapi.nobelprize.org/2/laureate/722,1923-01-25,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",2018-06-29,Gothenburg,Gothenburg,Europe,Sweden,Sweden,"Gothenburg, Sweden",,,,,,,,,,,Individual,,,"Göteborg University, Gothenburg, Sweden",,,
